text,summary
"Held, that the first portion of cl. 25 of the Rajasthan Foodgrains Control Order, 1949, relating to the freezing of stocks of foodgrains is not void under article 19(1)(f) of the Constitution because such freezing of stocks of foodgrains is reasonably related 983 to the object which the Act was intended to achieve, namely to secure the equitable distribution and availability at fair prices and to regulate transport, distribution, disposal and acquisition of an essential commodity such as foodgrains.","Hold, that the last portion of cl. 25 to the effect that "" such stocks shall also be liable to be requisitioned or disposed of under orders of the said authority at the rate fixed for purposes of Government procurement "", is void both under article 19(1)(f) and article 31(2) of the Constitution: (i)because the clause places an unreasonable restriction upon the carrying on of trade or business and is thus an infringement of the respondents ' right under article 19(1)(f) of the Constitution; (ii)because the clause by vesting the power in the authority to acquire the stocks at any price fails to fix the amount of compensation or specify the principles on which it is to be determined and leaves it entirely to the discretion of the executive authority to fix any compensation it likes and is thus hit by article 31(2) of the Constitution."
"The respondent assessee, Pio Food Packers carries on the business of manufacturing and selling canned fruit besides other products.","The Pineapple purchased by the assessee is washed and then the inedible portion, the end crown, skin and inner core are removed, thereafter the fruit is sliced and the slices are filled in cans, sugar is added as a preservative, the cans are sealed under temperature and then put in boiling water for sterilisation."
Appeal No. 182 828 of 1975.,"Appeal by Special Leave from the Judgment and Order dated the 19th March, 1975 of the Bombay High Court in First Appeal No. 524 of 1966 from original decree."
These appeals concern the system for licensing educational institutions to sponsor students from outside the European Economic Area under Tier 4 of the current points based system of immigration control.,Tier 4 deals with the grant of leave to enter or remain in the United Kingdom to migrants to the UK from outside the European Economic Area for the purpose of study.
"% The validity of the appellant 's election to the Legislative Assembly was challenged by two electors, Respondent Nos. 1 and 2, on the ground that improper acceptance by the Returning officer, of the nomination paper of one of the contesting candidates who was not qualified to contest the election under article 173(b) of the Constitution, had materially affected the result of the election of the returned candidate.","The appellant contested the election petitions, contending that there was no improper acceptance of nomination paper of the candidate in question and that the appellant 's election was not materially affected."
The liability of employers for deaths caused by mesothelioma has pre occupied courts and legislators over recent years.,"The present appeals concern claims to pass the burden of this liability on to insurers, made either by employers or in the case of insolvent employers by the personal representatives of former employees using the mechanism of the Third Party (Rights against Insurers) Act 1930."
Appeal No. 454 of 1957.,"Appeal from the judgment and order dated December 16, 1954, of the Court of Judicial Commissioner, Ajmer in Civil Appeal No. 134 of 1952."
Appeal No. 768 of 1966.,"Appeal by special leave from the judgment and order dated December 18, 1964 of the Gujarat High Court in Special Civil Application No. 332 of 1964."
: Criminal Appeal No. 10 of 1979.,Appeal by Special Leave from the Judgment and Order dated 12 10 1978 of the Madhya Pradesh High Court in Criminal Revision No. 336 of 1978.
Civil Appeal No. 2756 of 1987.,From the Judgment and Order dated 2.9.1986 of the Madhya Pradesh High Court in C.M.P. No. 742 of 1985.
Appeal No. 637 of 1967.,"Appeal from the judgment and order dated January 27, 1966 of the Bombay High Court in Misc."
minal Appeal No. 103 of 1952.,"Appeal under article 134(l) (c) of the Constitution of India from the Judgment and Order dated the 27th October, 1952, of the High Court of Judicature for the State of Rajasthan at Jodhpur (Wanchoo C.J. and Bapna J.) in D.B. Criminal Murder Reference No. 2 of 1952, arising out of the Judgment and Order dated the 1st July, 1952, of the Court of the Sessions Judge, Pali, in Criminal Original Case No. 2 of 1951."
"Traders who wish to appeal against assessments to Value Added Tax (VAT) in the United Kingdom are required, by section 84 of the Value Added Tax Act 1994, first to pay or deposit the tax notified by the assessment with HMRC, unless they can demonstrate that to do so would cause them to suffer hardship.",This pay first requirement is a feature of the procedural regime for appealing assessments to a number of other types of tax including Insurance Premium Tax and Landfill Tax.
The appellant wife and her husband were estranged and living apart.,"The husband, by a letter dated July 28, 1956, entrusted.to the appellant the land in dispute alongwith another piece of land and a house and agreed to pay a sum of Rs.100 per mouth for her maintenance."
S took a loan from the appellant bank on the strength of an arrange merit whereby the State Government of Jammu and Kashmir would repay it in instalments out of the land revenue to be collected by it from S 's lands.,Such payments on behalf of the Government were mistakenly made each year both by the Accountant General and by the Treasury so that the amount credited by the bank in S 's account represented an over payment by the State.
The respondent was appointed as a temporary clerk in an engineering division of the Government.,The attempt of another clerk to impersonate and appear for him in a depart mental examination was detected.
Appeal Nos.,2523 and 2524 of 1966.
"At the instance of the steel controller exercising powers under the Iron and Steel (Control of Production and Distribution) Order, 1941, the appellant supplied certain steel products to various persons in Madras State during the financial years 1953 54, 1954 55 and part of the financial year 1955 56.","The State of Madras assessed the turnover of the appellant relating to those transactions to sales tax under the Madras General Sales Tax Act, the law in force at that time."
Appeal No. 171 of 1967.,"Appeal from the judgment and decree dated April 12, 1966 of the Patna High Court in Appeal from Original Decree No.445 of 1963."
